家庭是否愿意讨论,调剂是否可接受,需要排除的组内专业,待补充问题,核验备注,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
,,,,,F350,山西科技学院,F35002,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,8,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,110,right,1.03 电子信息工程[M-17092faf5403bc75]；2.04 通信工程[M-a415df3ffcdf8f06]；3.05 集成电路设计与集成系统[M-38e4a145e28aa4e5]；4.06 应急技术与管理[M-0947e992684d7c8a]；5.07 机械设计制造及其自动化[M-0b602632275cef4e]；6.08 电气工程及其自动化[M-39c38a549d02be17]；7.09 自动化[M-16e9b1b888fb6941]；8.10 智能科学与技术F354 运城职业技术大学（民办）（山西）[M-142d60742c0b6905],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-a7fb129ab8a5e81e,STABLEGROUP-8520accbab4784c3
,,,,,F385,内蒙古科技大学,F38510,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,111,left,1.14 金工程（入校一年后，根据分流方案，分为人工智能班、稀土特色班、卓越工程师班）[M-45248143130288f7],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,G-02e421dff0539306,STABLEGROUP-d7c0337475bb72ba
,,,,,F451,山东女子学院,F45109,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,170,left,1.09 计算机科学与技术H452 山东政法学院（公办）（山东）[M-cb82b1cb3eecf065],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-34abd7948df2b29a,STABLEGROUP-ec672538208df1ad
,,,,,F499,山东石油化工学院,F49906,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,171,left,1.06 数据科学与大数据技术H501 泰山科技学院（民办）（山东）[M-7cc9b4e61f5ca6d9],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-9db7595dabe6e5e9,STABLEGROUP-950b0d93c2d75d9c
,,,,,F693,哈尔滨师范大学,F69310,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,true,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,126,left,1.10 俄语（非师范）[M-2275078739fad2be],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,G-e6aa7021993d4e1f,STABLEGROUP-fdc130fc37ab17a4
,,,,,F693,哈尔滨师范大学,F69311,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,true,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,126,left,1.11 汉语言文学（师范类）[M-5fc3739ecb9403f9],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,G-58273ef2e85c92cd,STABLEGROUP-8da91a3895f13c1c
,,,,,F693,哈尔滨师范大学,F69314,14,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,126,left,1.14 数学与应用数学（师范类）[M-c53a2051ed87aceb],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-3a7c3346a7e06368,STABLEGROUP-f11ccaa3ec783810
,,,,,F693,哈尔滨师范大学,F69315,15,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,1,0,0,0,1,V1-偏好专业优先线索,true,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,126,left,1.15 计算机科学与技术（师范类）[M-c0b368599c710af6],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,G-88ee94cd6fc6e623,STABLEGROUP-7bb57982b113c185
,,,,,F693,哈尔滨师范大学,F69317,17,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,126,left,1.17 地理科学（师范类；行知实验班）F694齐齐哈尔大学（公办）（黑龙江）資亮謝亭专业及专代号[M-a44d5bce59993b39],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-3b04af70b5332fad,STABLEGROUP-15f2a5b26b15c6d4
,,,,,F694,齐齐哈尔大学,F69405,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,3,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,126,right,1.13 轻化工程[M-fd04540a98345d59]；2.14 包装工程[M-b871f5ee852d6b48]；3.15 土木工程F695牡丹江师范学院（公办）（黑龙江）[M-4f315136f7e6ec7c],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-007d20844ce5d3fb,STABLEGROUP-c44db35d0856cd5b
,,,,,F696,哈尔滨学院,F69605,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,126,right,1.15 软件工程（学费前两年6000元/生/学年，后两年14000元/生/学年）F698 绥化学院（公办）（黑龙江）[M-6119f9a96381a9f8],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-7766191d417c9f8f,STABLEGROUP-dfa79242a8780601
,,,,,F779,上海海事大学,F77903,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,true,R3-P2官网后人工确认,H0-无同代码历史线索,0,,,187,right,1.06 科学教育（师范类；创新班；办学地点：寸金校区）[M-06086a3ccae1b21b],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,G-95241896118085ff,STABLEGROUP-3cc8e70976775278
,,,,,F796,上海政法学院,F79611,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,3,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,190,right,1.32 机械设计制造及其自动化（国际班，培养方案及学费详见官方主页；办学地点：番禺校区）[M-388dd4b462b561c5]；2.33 电气工程及其自动化（国际班；不招色盲；办学地点：番萬校区）[M-e56789ad23a8d80b]；3.34 计算机科学与技术（国际班，培养方察及学费详见官方主页；办学地点：番国校区）[M-e3a3de2f613394b9],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-4230a240faa73ade,STABLEGROUP-4abac05192930a3d
,,,,,F873,南京林业大学,F87306,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,6,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,132,right,1.25 机械设计制造及其自动化（办学地点：二年级南京白马校区，三年级起南[M-d75cddce06c13f08]；2.26 自动化（办学地点；一、三二年级南京白马校区，三年级起南京新庄校区）[M-8fa711fc083a4edd]；3.27 计算机科学与技术（办学地点：一年级南京白鸟校区，三年级起南京新[M-57e6ca25170abe97]；4.28 工业设计（办学地点：一、二年级南京百马校区，三年级起南京新庄校区）[M-8eb95d4769e9c493]；5.29 豪具设计与工程（与索菲亚家居股份有限公司联合培养：办学地点：一、年级南京白马校区，三年级起南京新[M-66a0df61f8b74cb7]；6.30 交通工程（色盲限报；办学地点：一、年级南京白马校区，三年级起南京新F874 江苏大学（公办）（江苏）[M-198d16e8f9feb726],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-077a26454b6485e7,STABLEGROUP-6c72f4fc951376b1
,,,,,H022,浙江水利水电学院,H02201,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,6,V1-偏好专业优先线索,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,141,left,1.01 水利水电工程（办学地点：湖州南浔校[M-c2a831867128c0a4]；2.02 农业水利工程（办学地点：湖州南浔校[M-c95cd5575b84b34a]；3.03 水文与水资源工程（办学地点：湖州南浔校区）[M-00493aa6b002529d]；4.04 机械设计制造及其自动化（办学地点：湖州南浔校区）[M-128f019b5412052a]；5.05 材料成型及控制工程（办学地点：湖州南浔校区）[M-6b2722c96c905ad0]；6.0G 软件工程（办学地点：湖州南浔校区）[M-e51caa0828d974e8],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-3ef96b8e1b7f69ce,STABLEGROUP-0dd2a0498845e1ad
,,,,,H228,闽南师范大学,H22808,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,0,1,0,0,2,2,V1-偏好专业优先线索,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,149,left,1.19 应用化学（不招色盲、色弱、单色无法识别者：办学地点：江滨校区）[M-cd88f73491300948]；2.20 生物科学（师范类；不招色盲、色弱单色无法识别者；办学地点：江滨校[M-ebf13b8f0fda0ce9],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-d6ea90b925ec4100,STABLEGROUP-3d78805c7eea8e93
