扩展预算场景专业ID,专业组出现ID,场景判断,费用判断,中外合作或高收费线索,是否医学相关待确认,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,人工核验优先级,人工核验强度,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID
COOPMAJOR-ef6c3d4ad6fea354,G-a886801a606748d2,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F091,天津科技大学,F09105,1,32,财务管理（中外合作办学）（与澳大利亚南十字星大学合作办学；办学地点：,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,,2,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,68,47,94,right,M-8bf3f5d9e27fe853
COOPMAJOR-ef3ee0560780bbbb,G-d94592ea5b900137,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F092,天津工业大学,F09207,1,34,电气工程及其自动化（中外合作办学）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,化学,22000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,95,left,M-be2bece394acd796
COOPMAJOR-e927eb261212a6cf,G-d94592ea5b900137,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F092,天津工业大学,F09207,2,35,通信工程（中外合作办学）F093 天津理工大学（公办）（天津）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,22000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,95,left,M-5f3ef4cd086e0ee4
COOPMAJOR-ec784d82f1c4e070,G-f84852f097a0d242,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F105,天津城建大学,F10506,1,28,士本工程（中外合作办学）（与波兰比垩威斯托克工业大学合办，学生须在大三年级出国访学一年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,化学,2,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,97,left,M-261a74bb766cc180
COOPMAJOR-34771a4d31a990cf,G-f84852f097a0d242,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F105,天津城建大学,F10506,2,29,环境工程（中外合作办学）（与波兰比亚威斯托克工业大学合办，学生须在本三年级出国访学一年；不招色弱、色盲、单色不识别的考生）F106天津中德应用技术大学（公办）（天津）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,体检或色觉限制；中外合作或高收费,,2,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,97,left,M-9654da48c7ec0024
COOPMAJOR-fd844d850fc33887,G-56760652347f3f76,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F179,河北工业大学,F17909,1,30,电子信息工程（中外合作办学）（河北工业本学利物浦学院招失专业，由本校与英国利物浦大学联合开办学制,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,化学,2,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,99,left,M-e3d58f7e32cf2b88
COOPMAJOR-7c55a364377ee107,G-56760652347f3f76,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F179,河北工业大学,F17909,2,4,年，采用“4+0”培养模式，四年培养过程全部在河北工业大学天津校区进行，学费为 85000元人民币/学年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,学费超过当前上限,,,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,99,left,M-6b0efdceee42f46c
COOPMAJOR-92667f7c1f91ea10,G-56760652347f3f76,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F179,河北工业大学,F17909,4,32,机器人工程（中外合作办学）（河北工业大学利物浦学院招生专业，由本校与英国利物浦大学联合开办，学制4年，米用 4+0 培养模式，四年培养过全部在河北工业大学天津校区进行，学费为85000元人民币/学年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；学费超过当前上限,,85000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,99,left,M-d860ab71cae6e7cf
COOPMAJOR-0068c6df8f4c9193,G-f420c437fbd96bb5,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F184,河北农业大学,F18403,1,04,製药工程（中外合作办学）（只录取有志愿的考生，具不接受专业调剂；办学地点：保定校区）F185河北医科大学（公办）（河北）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,化学,5,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,53,-44,101,left,M-04892a98182dc10c
COOPMAJOR-6416c23ff15eae4a,G-2928af9fcdeda9c3,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F203,河北金融学院,F20305,1,09,金融学（中外合作办学）（河北金融学院与爱尔兰格里菲斯学院共同举办外方专业课授课语言为英语. 培养模式为“4+0”双证，四年全程在河北金融学院学习，达到规定条件后可获得我校毕业证和双方学士学位证，学费暂密36000元/年，实际费用以省发改委F...,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；学费超过当前上限,不限,5,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H2-历史最高线不高于等位分,-13,-13,103,right,M-3c385cb3f39c4a59
COOPMAJOR-59e71a8676aec892,G-18bd7def4c48463f,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F469,沈阳化工大学,F46905,1,22,化学工程与工艺（中外合作办学）F470大连交通大学（公办）（辽宁）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,化学,,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,114,left,M-48a73503a168921a
COOPMAJOR-8db6aefe644b51f8,G-7b4ea8d446a6f566,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F470,大连交通大学,F47008,1,17,机械工程（中外合作办学）（中美合作办学，非英语语种考生慎重报考；办学地点：旅顺口校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,化学,,1,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,83,83,114,right,M-79048caf61491044
COOPMAJOR-4c45ad93b978485b,G-47b53485bc2982ac,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F470,大连交通大学,F47009,2,19,士木工程（中外合作办学）（中俄合作办学：办学地点：旅顺口校区）F471 大连工业大学（公办）（辽宁）［47102/大连工业大学第 02组,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；学费超过当前上限,,,1,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,114,right,M-aa6c45678074b592
COOPMAJOR-c24c86d0b1466ecf,G-47b53485bc2982ac,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F470,大连交通大学,F47009,3,02,工商管理［47103/大连工业大学第 03组,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,学费超过当前上限,不限,,2,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,114,right,M-240047722a5c23cc
COOPMAJOR-cd6ec5db020d59a6,G-6d144bee16cf2ce4,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F580,长春理工大学,F58006,2,27,光电信息科学与工程（中外合作办学） 与菜国西苏格兰大学合作办学授工学学位.外方授课救师采用全英文授课，非英语语种考生不宜报考；办学地点：春明湖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,,,2,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,81,20,118,right,M-a966902713c89e1a
COOPMAJOR-6b48cf1ffe07e496,G-62aceadca7128a80,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F580,长春理工大学,F58007,2,29,电子科学与技术（中外合作办学）（与俄罗斯圣彼得堡国立信息技术机械与光学大学合作，专业类课程授课语言为英语，非英语语种考生不宜报考；办学地点：春明湖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,,,2,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,65,53,118,right,M-b460d5c5cbd38d01
