院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,是否超预算机器初判,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,是否可低风险抽检,是否可作为机器初筛线索,PDF原页核验状态,湖北官方系统核验状态,高校官网来源状态,高校官网证据匹配状态,历史线索分层,同代码命中年份数,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID,机器核验下一步,人工核验下一步,不得进入原因,下一步
F295,太原理工大学,F29509,4,36,量子信息科学（办学地点：明向校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,22,5100,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,119,119,107,left,M-a2be3791bc6f4283,G-53c1631f91d20a98,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11918,1,28,微电子科学与工程（办学地点：江阴校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,4,6380,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,120,116,33,left,M-5ae9705a829c2ec6,G-bd9e969dc42962b2,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A079,吉林大学,A07919,1,45,工业设计（貪流车造型与结构方向；办学地点：南岭校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,4,6830,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,125,125,23,right,M-a44c2bd47685ce3b,G-d5bf0a844202aca3,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A085,哈尔滨工程大学,A08515,1,24,飞行器动力工程（钱学森班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5500,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,125,125,25,left,M-38de3777a62e7d1c,G-729f33b1b9b72883,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A085,哈尔滨工程大学,A08516,1,25,自动化（钱学森班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,3,5500,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,127,127,25,left,M-3f6e8175b24c7d58,G-0da7acb1f278299e,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11924,1,40,生物技术（生物 AI 卓越创新班；办学地点：蠡湖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,【化学,2,6050,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,127,92,33,left,M-c52f133e95cb1af7,G-d174da42a0225ecd,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H542,郑州大学,H54204,1,07,法学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,4400,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,127,127,171,right,M-32aaf1520b55f6f7,G-7753abdc4e77a15f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A085,哈尔滨工程大学,A08507,1,12,低空技术与工程（兴海领军班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,4,5500,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,128,119,25,left,M-cd433f148edf20d6,G-bb4b4378737145a4,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A085,哈尔滨工程大学,A08511,1,20,材料科学与工程（兴海领军班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5500,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,128,128,25,left,M-7351c5ed1693fc02,G-776ddbc762fc85cf,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A085,哈尔滨工程大学,A08514,1,23,飞行器设计与工程（钱学森班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,4000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,129,129,25,left,M-e1207babd084f412,G-4d3308dae27abd6b,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A079,吉林大学,A07908,1,17,经济学类（经济学、财政学、国际经济与贸易、金融学；办学地点：前卫南区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,6070,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,135,112,23,left,M-0bd3692be7e3001a,G-4dd1b269254b2b3a,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A079,吉林大学,A07908,6,22,法学（涉外法治人才试验班；办学地点：前卫南区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,4,6070,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,135,112,23,left,M-0ef70edf1f8b9296,G-4dd1b269254b2b3a,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A079,吉林大学,A07910,1,24,地质学（李四光班：办学地点：前卫南,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,6320,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,149,131,23,left,M-5a8581032b4c6245,G-94319e34846e47e9,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A357,山东大学威海分校,A35704,1,08,经济学类（国际经济与贸易、（数智金融方向）、金融学（保险科技方,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,6600,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,151,113,63,left,M-1b4e1604a2adfdab,G-6f2a2b52965e708c,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
