招生明细主表行ID,主表粒度,是否真实招生明细,是否0明细占位,来源页码,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,机器专业接受度初判,调剂影响初判,官网来源状态,官网证据匹配状态,官网证据覆盖结论,最佳官网来源文件,最佳官网专业名称,最佳官网计划数,最佳官网专业组,最佳官网专业代号,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,保真处理状态,保真说明,仍需核验,可进入最终专业列表,可进入下一阶段
ADM-9790547a8ae3d59e,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,4,44,化学（非师范）,,31,4000,师范类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-0fa400123da06ec1,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,5,45,应用化学,,34,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-d6641ed442d1254b,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,6,46,化学工程与工艺,,38,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-4f7087ea24958de3,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,7,47,环境工程資富計李院校及专业代号,,59,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-d195230cb092748d,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,8,48,食品科学与工程,耍求,24,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-6c8d4fecb6c227df,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,9,49,电气工程及其自动化,,43,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-555ecd40bb70702d,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,10,50,自动化,,20,53,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-02c8544d8e085245,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,11,51,计算机科学与技术,,20,5200,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-8904883099a2173a,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,12,52,通信工程,,33,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-0c59190cffbb475e,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,13,53,数字媒体技术,,22,4000,数字媒体技术,,优先了解-命中当前偏好方向,主动填报优先专业候选,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-34b1e47f8662f089,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,14,54,材料科学与工程,,102,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-c9bc955dc493b49d,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,15,55,材料化学,,43,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-e9c534691ac4507f,逐专业招生明细,true,false,92,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,1,03,数学与应用数学（菁英班）,,,4600,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,仅章程规则线索-无结构化计划证据,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-90c0dc68c39e7adc,逐专业招生明细,true,false,92,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,2,04,信息与计算科学,,,4600,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,仅章程规则线索-无结构化计划证据,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-6dc03859e4a1352c,逐专业招生明细,true,false,92,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,3,05,统计学,,,4600,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,仅章程规则线索-无结构化计划证据,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
